"Nitrogeno","Fosforo","Potasio","Temperatura","Humedad","pH","Lluvia","Cultivo"
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,"Cafe"
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,"Cafe"
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,"Cafe"
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,"Cafe"
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,"Cafe"
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,"Cafe"
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,"Cafe"
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,"Cafe"
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,"Cafe"
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,"Cafe"
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,"Cafe"
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,"Cafe"
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,"Cafe"
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,"Cafe"
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,"Cafe"
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,"Cafe"
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,"Cafe"
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,"Cafe"
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,"Cafe"
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,"Cafe"
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,"Cafe"
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,"Cafe"
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,"Cafe"
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,"Cafe"
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,"Cafe"
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,"Cafe"
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,"Cafe"
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,"Cafe"
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,"Cafe"
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,"Cafe"
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,"Cafe"
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,"Cafe"
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,"Cafe"
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,"Cafe"
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,"Cafe"
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,"Cafe"
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,"Cafe"
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,"Cafe"
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,"Cafe"
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,"Cafe"
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,"Cafe"
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,"Cafe"
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,"Cafe"
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,"Cafe"
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,"Cafe"
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,"Cafe"
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,"Cafe"
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,"Cafe"
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,"Cafe"
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,"Cafe"
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,"Cafe"
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,"Cafe"
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,"Cafe"
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,"Cafe"
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,"Cafe"
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,"Cafe"
95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,"Cafe"
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,"Cafe"
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,"Cafe"
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,"Cafe"
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,"Cafe"
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,"Cafe"
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,"Cafe"
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,"Cafe"
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,"Cafe"
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,"Cafe"
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,"Cafe"
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,"Cafe"
101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,"Cafe"
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,"Cafe"
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,"Cafe"
103,40,30,27.30901814,55.196224,6.348316257,141.4831644,"Cafe"
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,"Cafe"
106,21,35,25.627355,57.04151119,7.428523634,188.5506536,"Cafe"
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,"Cafe"
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,"Cafe"
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,"Cafe"
99,15,27,27.41711238,56.63636248,6.086922359,127.92461,"Cafe"
118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,"Cafe"
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,"Cafe"
104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,"Cafe"
